AnoOferta;SemestreOferta;CodigoDisciplina;Disciplina;Curso;CargaHorariaDisciplina;NumEstudantes;Aprovacoes;Reprovacoes;Abandonos;MediaNota;MenorNota;MaiorNota;Notas0a10;Notas10a20;Notas20a30;Notas30a40;Notas40a50;Notas50a60;Notas60a70;Notas70a80;Notas80a90;Notas90a100
2010;0;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Agronomia;90.0;1;1;0;0;86;86;86;0;0;0;0;0;0;0;0;1;0
2010;0;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Ciência e Tecnologia de Alimentos;90.0;1;0;1;0;29;29;29;0;0;1;0;0;0;0;0;0;0
2010;0;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Ciência e Tecnologia de Alimentos;90.0;1;1;0;0;60;60;60;0;0;0;0;0;1;0;0;0;0
2010;0;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Engenharia Civil;90.0;2;2;0;0;73;68;78;0;0;0;0;0;0;1;1;0;0
2010;0;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Engenharia Civil;90.0;1;1;0;0;73;73;73;0;0;0;0;0;0;0;1;0;0
2010;0;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Química;90.0;3;2;1;0;50;22;68;0;0;1;0;0;1;1;0;0;0
2010;0;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Química;90.0;4;4;0;0;69;61;86;0;0;0;0;0;0;3;0;1;0
2010;0;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Sistemas de Informação - Integral;60.0;1;1;0;0;82;82;82;0;0;0;0;0;0;0;0;1;0
2010;0;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Sistemas de Informação - Integral;60.0;9;9;0;0;86;74;96;0;0;0;0;0;0;0;3;2;4
2010;0;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Administração - Noturno;60.0;1;1;0;0;99;99;99;0;0;0;0;0;0;0;0;0;1
2010;0;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Sistemas de Informação - Noturno;60.0;1;1;0;0;83;83;83;0;0;0;0;0;0;0;0;1;0
2010;0;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Sistemas de Informação - Noturno;60.0;15;14;0;1;72;0;99;1;0;0;0;0;0;3;7;1;3
2010;0;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Sistemas de Informação - Noturno;60.0;1;1;0;0;78;78;78;0;0;0;0;0;0;0;1;0;0
2010;0;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Engenharia Civil;60.0;4;4;0;0;97;93;100;0;0;0;0;0;0;0;0;0;4
2010;1;ADE 190;INTRODUÇÃO À ECONOMIA;Administração - Noturno;60.0;39;35;4;0;69;49;96;0;0;0;0;2;5;16;9;6;1
2010;1;ADE 190;INTRODUÇÃO À ECONOMIA;Administração - Noturno;60.0;3;3;0;0;74;70;79;0;0;0;0;0;0;1;2;0;0
2010;1;ADE 190;INTRODUÇÃO À ECONOMIA;Administração - Noturno;60.0;1;1;0;0;60;60;60;0;0;0;0;0;1;0;0;0;0
2010;1;ADE 190;INTRODUÇÃO À ECONOMIA;Administração - Noturno;60.0;9;1;6;2;35;0;60;2;0;2;0;1;4;0;0;0;0
2010;1;ADE 190;INTRODUÇÃO À ECONOMIA;Administração - Integral;60.0;14;10;3;1;58;0;76;1;1;0;0;0;2;7;3;0;0
2010;1;ADE 190;INTRODUÇÃO À ECONOMIA;Administração - Integral;60.0;1;1;0;0;68;68;68;0;0;0;0;0;0;1;0;0;0
2010;1;ADE 190;INTRODUÇÃO À ECONOMIA;Administração - Integral;60.0;17;11;4;2;55;0;89;2;1;1;0;1;2;5;2;3;0
2010;1;ADE 190;INTRODUÇÃO À ECONOMIA;Administração - Integral;60.0;33;30;3;0;75;54;99;0;0;0;0;0;3;11;6;10;3
2010;1;ADE 190;INTRODUÇÃO À ECONOMIA;Ciências Contábeis;60.0;37;31;6;0;65;11;96;0;1;0;0;1;11;13;6;3;2
2010;1;ADE 190;INTRODUÇÃO À ECONOMIA;Ciências Contábeis;60.0;10;6;0;4;50;9;94;2;1;1;0;0;1;2;1;0;2
2010;1;ADE 190;INTRODUÇÃO À ECONOMIA;Ciências Contábeis;60.0;3;3;0;0;68;60;73;0;0;0;0;0;1;0;2;0;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Engenharia de Produção;90.0;9;2;3;4;29;5;75;3;1;2;1;0;0;0;2;0;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Engenharia de Produção;90.0;38;20;18;0;53;13;78;0;3;4;3;4;5;12;7;0;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Ciência e Tecnologia de Alimentos;90.0;29;6;18;5;30;7;72;4;9;4;4;1;3;3;1;0;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Ciência e Tecnologia de Alimentos;90.0;1;0;1;0;5;5;5;1;0;0;0;0;0;0;0;0;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Ciência e Tecnologia de Alimentos;90.0;4;1;3;0;39;22;60;0;0;2;0;1;1;0;0;0;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Ciência e Tecnologia de Alimentos;90.0;12;6;6;0;49;0;89;1;0;2;1;1;2;4;0;1;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Ciência e Tecnologia de Alimentos;90.0;4;3;1;0;64;54;78;0;0;0;0;0;2;1;1;0;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Engenharia Civil;90.0;44;32;10;2;60;0;97;3;2;3;1;3;3;12;8;7;2
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Engenharia Civil;90.0;2;2;0;0;79;65;94;0;0;0;0;0;0;1;0;0;1
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Engenharia Civil;90.0;2;2;0;0;73;68;79;0;0;0;0;0;0;1;1;0;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Engenharia Civil;90.0;6;5;1;0;60;30;81;0;0;1;0;0;0;4;0;1;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Sistemas de Informação - Integral;90.0;4;1;3;0;38;8;90;1;0;1;1;0;0;0;0;1;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Sistemas de Informação - Integral;90.0;44;15;15;14;32;0;96;15;8;4;0;2;4;6;2;1;2
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Sistemas de Informação - Integral;90.0;2;1;1;0;40;20;61;0;1;0;0;0;0;1;0;0;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Química;90.0;2;1;1;0;49;38;60;0;0;0;1;0;1;0;0;0;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Química;90.0;24;17;7;0;57;9;86;1;1;0;3;1;5;8;4;1;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Química;90.0;24;5;9;10;26;0;77;8;4;4;2;1;0;3;2;0;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Química;90.0;4;4;0;0;74;60;92;0;0;0;0;0;1;1;1;0;1
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Sistemas de Informação - Noturno;90.0;1;0;1;0;34;34;34;0;0;0;1;0;0;0;0;0;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Sistemas de Informação - Noturno;90.0;47;10;27;10;27;0;90;17;11;3;1;4;3;3;3;2;0
2010;1;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Sistemas de Informação - Noturno;90.0;1;0;1;0;28;28;28;0;0;1;0;0;0;0;0;0;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Nutrição;60.0;48;47;0;1;73;0;96;1;0;0;0;0;2;15;18;10;2
2010;1;CRP 297;SOCIOLOGIA GERAL;Sistemas de Informação - Integral;60.0;45;26;14;5;52;0;78;4;0;0;4;7;8;16;6;0;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Sistemas de Informação - Integral;60.0;5;3;2;0;57;39;69;0;0;0;1;0;1;3;0;0;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Sistemas de Informação - Integral;60.0;2;1;1;0;53;41;66;0;0;0;0;1;0;1;0;0;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Química;60.0;24;8;9;7;38;0;84;7;1;0;3;2;4;5;1;1;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Química;60.0;3;3;0;0;63;62;64;0;0;0;0;0;0;3;0;0;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Química;60.0;21;19;2;0;63;45;75;0;0;0;0;1;4;15;1;0;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Administração - Integral;60.0;5;3;1;1;52;0;85;1;0;0;1;0;0;1;1;1;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Administração - Integral;60.0;1;0;1;0;45;45;45;0;0;0;0;1;0;0;0;0;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Administração - Noturno;60.0;3;3;0;0;72;68;76;0;0;0;0;0;0;1;2;0;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Administração - Noturno;60.0;1;1;0;0;67;67;67;0;0;0;0;0;0;1;0;0;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Engenharia de Produção;60.0;9;5;3;1;52;0;81;1;1;0;1;1;1;0;2;2;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Engenharia de Produção;60.0;39;29;10;0;62;0;92;2;0;1;1;4;7;9;8;6;1
2010;1;CRP 297;SOCIOLOGIA GERAL;Ciências Contábeis;60.0;4;2;0;2;37;0;84;2;0;0;0;0;0;1;0;1;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Ciências Contábeis;60.0;35;29;5;1;68;8;98;1;1;0;2;0;3;9;9;7;3
2010;1;CRP 297;SOCIOLOGIA GERAL;Ciências Contábeis;60.0;1;1;0;0;72;72;72;0;0;0;0;0;0;0;1;0;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Sistemas de Informação - Noturno;60.0;1;1;0;0;69;69;69;0;0;0;0;0;0;1;0;0;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Sistemas de Informação - Noturno;60.0;1;0;1;0;54;54;54;0;0;0;0;0;1;0;0;0;0
2010;1;CRP 297;SOCIOLOGIA GERAL;Sistemas de Informação - Noturno;60.0;49;15;30;4;36;0;86;15;4;7;1;6;2;4;7;3;0
2010;1;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Sistemas de Informação - Noturno;60.0;14;11;0;3;59;0;100;3;0;0;0;0;0;4;4;1;2
2010;1;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Engenharia de Produção;60.0;1;1;0;0;91;91;91;0;0;0;0;0;0;0;0;0;1
2010;1;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Química;60.0;1;0;1;0;15;15;15;0;1;0;0;0;0;0;0;0;0
2010;1;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Sistemas de Informação - Integral;60.0;10;9;1;0;71;37;95;0;0;0;1;0;0;5;1;1;2
2010;1;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Engenharia Civil;60.0;35;33;1;1;73;0;99;1;0;0;0;1;0;13;7;7;6
2010;1;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Engenharia Civil;60.0;1;1;0;0;66;66;66;0;0;0;0;0;0;1;0;0;0
2010;1;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Engenharia Civil;60.0;3;3;0;0;73;62;90;0;0;0;0;0;0;2;0;1;0
2010;1;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Engenharia Civil;60.0;3;3;0;0;77;66;95;0;0;0;0;0;0;1;1;0;1
2010;1;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Engenharia Civil;60.0;1;1;0;0;78;78;78;0;0;0;0;0;0;0;1;0;0
2010;1;SIN 110;PROGRAMAÇÃO I;Engenharia Civil;90.0;1;0;1;0;18;18;18;0;1;0;0;0;0;0;0;0;0
2010;1;SIN 110;PROGRAMAÇÃO I;Engenharia Civil;90.0;1;0;1;0;25;25;25;0;0;1;0;0;0;0;0;0;0
2010;1;SIN 110;PROGRAMAÇÃO I;Engenharia Civil;90.0;12;4;7;1;38;0;74;1;2;3;2;0;0;3;1;0;0
2010;1;SIN 110;PROGRAMAÇÃO I;Engenharia Civil;90.0;45;22;21;2;45;0;97;7;6;4;4;2;7;5;4;4;2
2010;1;SIN 110;PROGRAMAÇÃO I;Engenharia Civil;90.0;6;3;3;0;47;18;72;0;1;0;2;0;1;1;1;0;0
2010;1;SIN 110;PROGRAMAÇÃO I;Sistemas de Informação - Noturno;90.0;1;0;1;0;51;51;51;0;0;0;0;0;1;0;0;0;0
2010;1;SIN 110;PROGRAMAÇÃO I;Sistemas de Informação - Noturno;90.0;1;1;0;0;67;67;67;0;0;0;0;0;0;1;0;0;0
2010;1;SIN 110;PROGRAMAÇÃO I;Sistemas de Informação - Noturno;90.0;1;0;1;0;3;3;3;1;0;0;0;0;0;0;0;0;0
2010;1;SIN 110;PROGRAMAÇÃO I;Sistemas de Informação - Noturno;90.0;66;17;39;10;35;0;83;7;13;10;13;4;6;7;4;2;0
2010;1;SIN 110;PROGRAMAÇÃO I;Sistemas de Informação - Integral;90.0;51;8;37;6;26;0;90;19;9;7;4;4;2;1;3;2;0
2010;1;SIN 110;PROGRAMAÇÃO I;Sistemas de Informação - Integral;90.0;6;1;4;1;24;5;66;1;3;0;1;0;0;1;0;0;0
2010;1;SIN 110;PROGRAMAÇÃO I;Sistemas de Informação - Integral;90.0;2;0;1;1;12;12;12;0;2;0;0;0;0;0;0;0;0
2010;1;SIN 130;INTRODUÇÃO À LÓGICA;Sistemas de Informação - Integral;60.0;5;2;3;0;49;23;79;0;0;1;1;1;0;1;1;0;0
2010;1;SIN 130;INTRODUÇÃO À LÓGICA;Sistemas de Informação - Integral;60.0;45;17;25;3;45;0;92;3;4;7;8;3;6;6;4;3;1
2010;1;SIN 130;INTRODUÇÃO À LÓGICA;Sistemas de Informação - Integral;60.0;2;1;1;0;40;20;60;0;1;0;0;0;1;0;0;0;0
2010;1;SIN 130;INTRODUÇÃO À LÓGICA;Sistemas de Informação - Noturno;60.0;1;1;0;0;80;80;80;0;0;0;0;0;0;0;1;0;0
2010;1;SIN 130;INTRODUÇÃO À LÓGICA;Sistemas de Informação - Noturno;60.0;57;27;28;2;49;0;88;2;6;8;8;4;4;11;6;8;0
2010;1;SIN 130;INTRODUÇÃO À LÓGICA;Sistemas de Informação - Noturno;60.0;1;1;0;0;60;60;60;0;0;0;0;0;1;0;0;0;0
2010;1;SIN 130;INTRODUÇÃO À LÓGICA;Sistemas de Informação - Noturno;60.0;1;0;0;1;19;19;19;0;1;0;0;0;0;0;0;0;0
2010;1;SIN 132;MATEMÁTICA DISCRETA;Sistemas de Informação - Noturno;60.0;1;0;0;1;7;7;7;1;0;0;0;0;0;0;0;0;0
2010;1;SIN 132;MATEMÁTICA DISCRETA;Sistemas de Informação - Noturno;60.0;1;0;1;0;49;49;49;0;0;0;0;1;0;0;0;0;0
2010;1;SIN 132;MATEMÁTICA DISCRETA;Sistemas de Informação - Noturno;60.0;35;9;16;10;33;0;85;10;2;5;6;2;2;4;2;2;0
2010;1;SIN 132;MATEMÁTICA DISCRETA;Sistemas de Informação - Integral;60.0;21;5;14;2;39;0;93;3;3;2;5;2;1;1;2;1;1
2010;1;SIN 132;MATEMÁTICA DISCRETA;Sistemas de Informação - Integral;60.0;1;0;0;1;8;8;8;1;0;0;0;0;0;0;0;0;0
2010;1;SIN 141;COMPUTAÇÃO ORIENTADA A OBJETOS;Sistemas de Informação - Integral;60.0;13;5;7;1;48;10;79;1;3;0;1;2;1;1;4;0;0
2010;1;SIN 141;COMPUTAÇÃO ORIENTADA A OBJETOS;Sistemas de Informação - Noturno;60.0;18;16;1;1;68;12;87;0;1;0;0;0;3;6;3;5;0
2010;1;SIN 141;COMPUTAÇÃO ORIENTADA A OBJETOS;Sistemas de Informação - Noturno;60.0;1;1;0;0;64;64;64;0;0;0;0;0;0;1;0;0;0
2010;1;SIN 142;PROGRAMAÇÃO CONCORRENTE E DISTRIBUÍDA;Sistemas de Informação - Noturno;30.0;2;2;0;0;84;83;85;0;0;0;0;0;0;0;0;2;0
2010;1;SIN 142;PROGRAMAÇÃO CONCORRENTE E DISTRIBUÍDA;Sistemas de Informação - Integral;30.0;2;2;0;0;84;82;87;0;0;0;0;0;0;0;0;2;0
2010;1;SIN 220;BANCO DE DADOS;Sistemas de Informação - Integral;60.0;9;3;5;1;53;20;97;0;1;1;1;1;3;0;0;1;1
2010;1;SIN 220;BANCO DE DADOS;Sistemas de Informação - Integral;60.0;1;0;1;0;47;47;47;0;0;0;0;1;0;0;0;0;0
2010;1;SIN 220;BANCO DE DADOS;Sistemas de Informação - Noturno;60.0;1;1;0;0;60;60;60;0;0;0;0;0;1;0;0;0;0
2010;1;SIN 220;BANCO DE DADOS;Sistemas de Informação - Noturno;60.0;17;11;4;2;59;10;93;1;1;0;0;3;3;5;0;2;2
2010;1;SIN 221;ENGENHARIA DE SOFTWARE I;Sistemas de Informação - Noturno;60.0;1;1;0;0;60;60;60;0;0;0;0;0;1;0;0;0;0
2010;1;SIN 221;ENGENHARIA DE SOFTWARE I;Sistemas de Informação - Noturno;60.0;12;11;1;0;76;0;96;1;0;0;0;0;0;0;4;5;2
2010;1;SIN 221;ENGENHARIA DE SOFTWARE I;Sistemas de Informação - Noturno;60.0;1;1;0;0;73;73;73;0;0;0;0;0;0;0;1;0;0
2010;1;SIN 221;ENGENHARIA DE SOFTWARE I;Sistemas de Informação - Integral;60.0;6;6;0;0;78;65;92;0;0;0;0;0;0;2;1;2;1
2010;1;SIN 222;FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO;Sistemas de Informação - Integral;60.0;1;1;0;0;60;60;60;0;0;0;0;0;1;0;0;0;0
2010;1;SIN 222;FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO;Sistemas de Informação - Integral;60.0;20;15;5;0;64;31;93;0;0;0;1;3;2;7;5;1;1
2010;1;SIN 222;FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO;Sistemas de Informação - Noturno;60.0;1;1;0;0;63;63;63;0;0;0;0;0;0;1;0;0;0
2010;1;SIN 222;FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO;Sistemas de Informação - Noturno;60.0;43;29;10;4;61;0;94;3;1;2;1;2;9;6;9;8;2
2010;1;SIN 222;FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO;Sistemas de Informação - Noturno;60.0;2;1;1;0;34;3;65;1;0;0;0;0;0;1;0;0;0
2010;1;SIN 251;ORGANIZAÇÃO DE COMPUTADORES;Sistemas de Informação - Noturno;60.0;1;0;1;0;50;50;50;0;0;0;0;1;0;0;0;0;0
2010;1;SIN 251;ORGANIZAÇÃO DE COMPUTADORES;Sistemas de Informação - Noturno;60.0;16;14;2;0;63;36;80;0;0;0;1;1;6;5;3;0;0
2010;1;SIN 251;ORGANIZAÇÃO DE COMPUTADORES;Sistemas de Informação - Noturno;60.0;1;1;0;0;60;60;60;0;0;0;0;0;1;0;0;0;0
2010;1;SIN 251;ORGANIZAÇÃO DE COMPUTADORES;Sistemas de Informação - Integral;60.0;12;6;6;0;52;16;80;0;2;0;1;2;3;2;2;0;0
2010;1;SIN 252;ARQUITETURA DE COMPUTADORES;Sistemas de Informação - Integral;60.0;3;3;0;0;77;63;87;0;0;0;0;0;0;1;0;2;0
2010;1;SIN 252;ARQUITETURA DE COMPUTADORES;Sistemas de Informação - Noturno;60.0;4;4;0;0;80;77;88;0;0;0;0;0;0;0;3;1;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Engenharia de Produção;90.0;6;2;1;3;32;2;82;2;1;1;0;0;0;1;0;1;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Engenharia de Produção;90.0;19;16;1;2;67;15;92;0;1;1;0;1;2;6;4;3;1
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Ciência e Tecnologia de Alimentos;90.0;1;0;1;0;10;10;10;1;0;0;0;0;0;0;0;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Ciência e Tecnologia de Alimentos;90.0;3;1;2;0;58;53;68;0;0;0;0;0;2;1;0;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Ciência e Tecnologia de Alimentos;90.0;2;1;0;1;38;1;76;1;0;0;0;0;0;0;1;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Ciência e Tecnologia de Alimentos;90.0;6;5;1;0;53;5;67;1;0;0;0;0;2;3;0;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Ciência e Tecnologia de Alimentos;90.0;18;3;8;7;20;0;74;10;2;1;1;0;2;1;1;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Engenharia Civil;90.0;10;9;0;1;63;8;82;1;0;0;0;0;0;7;1;1;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Engenharia Civil;90.0;1;1;0;0;62;62;62;0;0;0;0;0;0;1;0;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Sistemas de Informação - Integral;90.0;3;1;0;2;34;9;64;1;0;1;0;0;0;1;0;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Sistemas de Informação - Integral;90.0;27;7;10;10;25;0;79;14;2;1;3;0;0;4;3;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Sistemas de Informação - Noturno;90.0;1;1;0;0;62;62;62;0;0;0;0;0;0;1;0;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Sistemas de Informação - Noturno;90.0;1;0;1;0;51;51;51;0;0;0;0;0;1;0;0;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Sistemas de Informação - Noturno;90.0;27;8;10;9;30;0;81;11;3;2;1;0;3;2;4;1;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Química;90.0;9;7;1;1;55;12;73;0;1;0;0;1;3;3;1;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Química;90.0;1;0;0;1;5;5;5;1;0;0;0;0;0;0;0;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Química;90.0;1;1;0;0;60;60;60;0;0;0;0;0;1;0;0;0;0
2010;2;CRP 199;CÁLCULO DIFERENCIAL E INTEGRAL;Química;90.0;10;5;4;1;50;0;95;2;0;1;1;0;1;2;2;0;1
2010;2;CRP 297;SOCIOLOGIA GERAL;Ciências Biológicas;60.0;2;1;1;0;56;51;61;0;0;0;0;0;1;1;0;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Administração - Noturno;60.0;11;6;5;0;54;20;88;0;1;1;1;1;2;4;0;1;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Administração - Noturno;60.0;6;2;4;0;44;16;80;0;1;2;0;0;1;1;1;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Administração - Noturno;60.0;1;1;0;0;61;61;61;0;0;0;0;0;0;1;0;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Administração - Noturno;60.0;42;36;6;0;67;29;100;0;0;1;0;1;6;20;9;4;1
2010;2;CRP 297;SOCIOLOGIA GERAL;Engenharia de Produção;60.0;2;0;2;0;23;0;46;1;0;0;0;1;0;0;0;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Engenharia de Produção;60.0;6;6;0;0;63;60;70;0;0;0;0;0;4;2;0;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Administração - Integral;60.0;8;5;2;1;49;0;90;1;0;1;1;0;1;3;0;1;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Administração - Integral;60.0;1;1;0;0;67;67;67;0;0;0;0;0;0;1;0;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Administração - Integral;60.0;1;1;0;0;76;76;76;0;0;0;0;0;0;0;1;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Administração - Integral;60.0;32;29;3;0;67;20;89;0;1;0;0;2;1;12;13;3;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Administração - Integral;60.0;8;6;2;0;56;37;67;0;0;0;2;0;3;3;0;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Ciências Contábeis;60.0;6;2;4;0;43;10;93;1;1;0;1;1;0;1;0;0;1
2010;2;CRP 297;SOCIOLOGIA GERAL;Ciências Contábeis;60.0;34;25;9;0;64;32;89;0;0;0;1;4;11;5;11;2;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Ciências Contábeis;60.0;1;1;0;0;64;64;64;0;0;0;0;0;0;1;0;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Ciências Contábeis;60.0;1;1;0;0;67;67;67;0;0;0;0;0;0;1;0;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Sistemas de Informação - Noturno;60.0;3;0;2;1;25;0;42;1;0;0;1;1;0;0;0;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Sistemas de Informação - Integral;60.0;5;0;4;1;24;0;45;1;1;0;2;1;0;0;0;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Química;60.0;1;1;0;0;79;79;79;0;0;0;0;0;0;0;1;0;0
2010;2;CRP 297;SOCIOLOGIA GERAL;Química;60.0;1;1;0;0;66;66;66;0;0;0;0;0;0;1;0;0;0
2010;2;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Química;60.0;1;0;1;0;10;10;10;1;0;0;0;0;0;0;0;0;0
2010;2;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Química;60.0;1;0;1;0;11;11;11;0;1;0;0;0;0;0;0;0;0
2010;2;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Sistemas de Informação - Integral;60.0;4;1;0;3;17;0;61;3;0;0;0;0;0;1;0;0;0
2010;2;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Sistemas de Informação - Integral;60.0;32;10;14;8;26;0;73;18;1;1;0;2;0;8;2;0;0
2010;2;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Sistemas de Informação - Integral;60.0;2;0;2;0;28;4;53;1;0;0;0;0;1;0;0;0;0
2010;2;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Sistemas de Informação - Noturno;60.0;28;8;14;6;29;0;75;11;5;0;2;1;2;6;1;0;0
2010;2;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Engenharia Civil;60.0;42;34;4;4;60;0;94;4;0;2;0;2;1;20;9;2;2
2010;2;CRP 298;GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;Engenharia Civil;60.0;1;0;1;0;22;22;22;0;0;1;0;0;0;0;0;0;0
